job_title,company,location,job_type,salary,posted_date,description_summary,key_skills,contact_emails,email_apply_required,application_channel,apply_url,source_url,scraped_at,status
Website Designer and Communications Assistant,East End United Regional Ministry,"310 Danforth Avenue, Toronto, ON M4K 1N6",N/A,N/A,N/A,"Position: Website Designer and Communications Assistant Employer: East End United Regional Ministry Duration: Summer 2026 (Canada Summer Jobs) Hours: 40 hours per week  East End United Regional Ministry seeks a creative and community-minded student to support our communications and outreach work through the summer months. Our congregation is active in justice-focused ministries, community partnerships, and spiritually grounded programming. This position strengthens our ability to share these stories, connect with our neighbours, and make our online presence more welcoming and accessible.  The primary role for this position is creating a new website using Realm (ACS Technologies). The website builder in Realm is similar to Wix or Weebly. This website will need to be built from scratch. The","Build a new website for EEURM on Realm (ACS Technologies). | Transferring content from current site onto the new site. | Refresh photographs and improve the clarity and accessibility of digital communications. | Support consistent visual identity across platforms. | Experience in creating websites. Please send a link to previous work. | Comfort working with basic digital tools (training provided if needed). | Strong skills in graphic design. | Photography, audio recording, or video experience an asset",bswan@eastendunited.ca,yes,email,https://ca.indeed.com/viewjob?jk=436273fb37c33f8a&q=web+designer&l=North+York%2C+ON&tk=1jnai4dkhps1o800&from=ja&advn=8855228033812676&adid=461124148&ad=-6NYlbfkN0BnK_mHXiZOgt1KxdcLm1BH2zoKKKgjRFLnqM8fj-OpZ5Y8_vjS8nP_J-DwATbnJTY7-bPd9bgO2XVnzjZz2CAIqTKQ6wjzZzi0BWhwoJL3DybK_3gSTdDUJ4f23utmAKKjDm0qr8FGxB8774eh0eL_eMmDegOJLCSXHVxuceu5YQLLo0FfDs70z21CiLhdakSW4uECVZZfKaT5tR3YX0DXRjsyebdMTKgiTEgcw1MY7JeFcvp7rYhM8mhWbzZtbS9hwLq0tLdnBJpmcHQ-b9-_cZzIe7dIWSR4KaRBxClwWheJBhqrfv_GjVjuJB8bIlTqLv2zkgGApXLMk3ymikmbp82n_ZyZYwZk7c_tBHy36I149gkwip6qDkoCrPr2IL74JP_qcusFMXBer_Mhw9RRohW154SmdtjrT3d9e22BXikgW5CeXa15h7y1-Z0SPabHBvUNS39ZBhW4xzDzr4y3IRzdUb3w_Em6L4RpyCtKcU0bR6SoHZj3SPJycZpYvKJ-UgBKEhjdZbTyZqU7Hm2rlW4Jcr_R84C-XAeLH31OzlMRjiEJ2FGeCWLK1X5qPk4%3D&alid=682c8e73b121ee5d01cdb8b4&pub=4a1b367933fd867b19b072952f68dceb&camk=C3EPSzFlQw-vlG9-U7S6uw%3D%3D&xkcb=SoDm6_M3kqseCtAdLj0NbzkdCdPP&xpse=SoDH6_I3kxtVDPy4aR0PbzkdCdPP&xfps=0360faa6-d76d-4b7d-b2db-9f758b0e44a1&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails,https://ca.indeed.com/viewjob?jk=436273fb37c33f8a,2026-05-01,saved
Web designer,eMacity Leads,Unknown Location,N/A,N/A,N/A,"Level of experience: Middle (3 years in graphic design/ 3 years of HTML / CSS)  Position: Team Member   Description: Website design, mobile app design, UI design, data visualization and more.   Send Resume to info@emacityleads.com",Send Resume to info@emacityleads.com,info@emacityleads.com,yes,email,https://ca.indeed.com/viewjob?jk=9a4a306451fbcb43&q=web+designer&l=North+York%2C+ON&tk=1jnai4dkhps1o800&from=ja&alid=682c8e73b121ee5d01cdb8b4&g1tAS=true&xpse=SoAh67I3kxtUxxAOl70LbzkdCdPP&xfps=2abe8f89-f00b-4bdd-834e-bd8289225f7d&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jnai4dkhps1o800&xkcb=SoAE67M3kqseCQxyTB0JbzkdCdPP,https://ca.indeed.com/viewjob?jk=9a4a306451fbcb43,2026-05-01,saved
Content Creator - Video & Digital,Eco Choice Windows & Doors,"90 Basaltic Rd, Concord, ON L4K 1G6",N/A,N/A,N/A,"We are seeking a talented and creative Social Media Video Content Creator to join our dynamic marketing team at a leading window company. As a Video Content Creator, you will play a pivotal role in showcasing our high-quality window installations through engaging videos on various social media platforms. Your primary responsibility will be to create captivating video content that effectively communicates the benefits of our products and highlights our expertise in window installations.  Responsibilities:  Conceptualize, script, shoot, and edit videos that promote our window products and showcase our installation process. Collaborate closely with the marketing team to develop innovative video ideas and execute them effectively. Conduct on-site visits to capture the window installation proce","Conceptualize, script, shoot, and edit videos that promote our window products and showcase our installation process. | Collaborate closely with the marketing team to develop innovative video ideas and execute them effectively. | Utilize professional-grade video equipment and editing software to produce high-definition videos. | Optimize videos for social media platforms to maximize engagement and reach. | Assist in managing and growing our social media presence by regularly posting and engaging with our audience. | Maintain a consistent brand voice and visual style across all video content. | Proficient in videography techniques, including framing, lighting, and composition. | Expertise in video editing software and the ability to edit videos creatively and efficiently.",N/A,no,platform,https://ca.indeed.com/viewjob?jk=4b8bfb835d924556&q=youtube+video+editing&tk=1jn97hu4lg2gt800&from=ja&alid=64e7765355f0fe5ab73306b9&g1tAS=true&xpse=SoBM67I3kxtumpWTax0LbzkdCdPP&xfps=5152a9a5-84c3-486f-92d5-a0c361ca573f&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jn97hu4lg2gt800&xkcb=SoBB67M3kpYSqJbtjJ0JbzkdCdPP,https://ca.indeed.com/viewjob?jk=4b8bfb835d924556,2026-05-01,saved
Full Stack Web Application Developer,Esiance,"250 Consumers Road, North York, ON M2J 4V6",N/A,N/A,N/A,"About Esiance  Esiance is a Toronto-based technology company you may not have heard of, but if you have ever received a gift card from a thank-you gesture, warranty claim, employee reward, loyalty program, or gift card exchange, there is a good chance we helped power the experience behind it.  Since 2009, we have built gift card and payment-related platforms that have served over 3 million Canadians. Our clients include established banks, fast-growing neo-banks, global technology companies such as Nvidia and Rakuten, and thousands of organizations across healthcare, education, research, technology, and corporate rewards.  We have been recognized as a C100 Top 20 Canadian Innovator and won the Canadian round of the Harvard Business School New Venture Competition. Our founders bring experien","Build, test, and improve secure web applications used by real clients and end users | Develop front-end interfaces using React, Next.js, Tailwind, HTML, CSS, JavaScript, and related tools | Work on back-end application logic using PHP and PHP-based frameworks | Help maintain and improve MySQL databases and application performance | Integrate APIs and work with data formats such as JSON and XML | Help modernize existing systems and improve user experience, reliability, and maintainability | Troubleshoot, debug, and improve existing production applications | Participate in code reviews, planning discussions, and technical design conversations",N/A,no,platform,https://ca.indeed.com/viewjob?jk=489c6f3e6fd29839&tk=1jnh98j2kiot9801&from=jobi2a&advn=2248841516521280&adid=461193799&ad=-6NYlbfkN0BvJG3ULaE01d4rUEXOpJKDa6OoSNIpDhYl1OX32B5L9Ra4L1NnpJzuZVqxpTH7slDlSE5bUqTrxFOm78sfMECSOFy-1RLtVYvbFCkOIo-Kx8sW9jKhZ80zTc3GtTyAEftKsgZbsQdkb8op7TWindKTqKjp-pfo07-LdbQqF_HhwrQwIxbdlHI65kz6nH8IMuR_cjn5uUE3SVvOVN99uxGCyGyXQnd3euf41_d8BWdtQNRrMlHI9doUZRMGzc91Bo-Q9zSSQ685k2JlmTH6K5GefzwUcKi2RSzKsPbuhF6-lsdDcmZ9vNFXykTJ5Den1npo9Ys1ban4plvqxa9cfd4TRW3zgJycK3OhnSIT6gysCgx_wkAhd4nr-Dn6CBGXJvJQOYsckjm2vEenF8ZRrduEIdie3AFoZnC9u_ixyHykBrjX_p3qNeWyv4SdwzNcBuse8TMhjBqjieZKjyLSd5nB4qfqQXpT76Hz3MGJqv5cb4M7bEQTwht3cQHlEJY4_IOVBrkJnT8IEhtGW2fK1so_btiji9f8dDi9xiS4SioRKZXmtcBUlcrAaIxIoHgWSdtlWrQzcOwOy_x5puugDzUf0ixcOdh71rkUncfCrDW9Ww%3D%3D&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-CA_email&camk=C3EPSzFlQw-0ZL2O3zj-TA%3D%3D&jrtk=5-cmh1-1-1jnh98i23l4ua800-489c6f3e6fd29839&xkcb=SoDg6_M3kxats32uKJ0JbzkdCdPP&xpse=SoD26_I3kxsaKU3zdp0NbzkdCdPP&xfps=e734551c-c9c1-432d-84ca-4869843f8e1c,https://ca.indeed.com/viewjob?jk=489c6f3e6fd29839,2026-05-01,saved
IT Service Desk Specialist,First National Financial,"100 University Ave Suite 700, Toronto, ON M5J 1V6",N/A,N/A,N/A,"We are hiring an IT Service Desk Specialist! Reporting To: Supervisor, IT Service Desk Full-Time/Part-Time: Contract Salary Range: $52,440-$68,995 Posting Date: April 27, 2026 Closing Date: May 11, 2026 Hours of Work: 8:30 a.m. – 5:00 p.m. Grade: 6.4 Office Location: Toronto, ON Great location! Steps away from the main public transit station  What we offer: Highly competitive compensation package which includes, base salary, bonus, benefits, and career advancement opportunities!  Eligibility for benefits is dependent on the terms of employment The Opportunity Reporting to the Supervisor, the Helpdesk Support Specialist will be responsible for timely and efficient completion of helpdesk tickets providing support to a wide variety of hardware and software requests.  How you will contribute:","Eligibility for benefits is dependent on the terms of employment | Providing in person and over the phone support to on site and remote employees | Supporting computer hardware, laptop, mobile devices, telephone, printers, copiers, faxes | Timely account creation, and set up of new hires | Creating and updating technical documentation | Administer and maintain Print server and Print tracking software | Work with the network administration team, development teams and to help implement new technology | Mobile device management",accessibility@firstnational.ca,yes,email,https://ca.indeed.com/viewjob?jk=62bd842937b247e5&tk=1jnh98j2kiot9801&from=jobi2a&advn=6939935586436138&adid=406172274&ad=-6NYlbfkN0BQ_BraZoLTDvZWPQl85WjOpBi_dfW5zt0PPoUqqFjbQOmTfvGiHpaTkbXWovXvyaQVFeX0hyJSIghNW4M51pdndXJrqtU_x3ddjoEs81LESYn6rdlBKvtnY9Qyvhkf_SaAfnfG7YQ-fPWLPb4m5WuLOf1e3USfLs5InSCfT5iopTowvWUfjGkEq5s662hiC9vPjWtpkRoa26t8nYDBed_xhnKY9OXy4oZplydtqQdnGUTAU8t1Z1P8sewhF22MVl9h9ha78J4KIEqBAMdeZrTdadRLX11Uoz1XzvCehnPQ0g4DkEkVcPI8olOwS9lXMBElHi0gPSNZZsu-_Yw8mjXJcRx0poCywlcvsA497EYITJjHQ8O56kOkr3KYZDVWFWV-TM_WTbV65GzUHr-We0sYMGP5zUKqfVqar2MJ5tXo6rpfRxVgsMPlEBEAmFM-l2gW8U7ljwiSfH1LfGD4TsGjHMQ8jq6iN5tSOUeQY4gyb_McPGscxQhIj6q7ely4e6ZBd29xKCR8-ltz8kUhVvrI6p8oap2_Vnks7tw0XtefOer-MiDam8Rbln4Ebj2vZZ_BxvUPxBA9m0tZk2ZR0dBw4tm70llF8o4i9QKzquq09Q%3D%3D&sjdu=bQ-p5nF_-wQR0tr5g4eTxpdoyxDTxCHKKY_s4ZX6lOQLEHbnzUZlA-ixeBHgMHwPrwxj9vKXd0w303x639IBj79LElbxfOis5yQ_naefV4Q&acatk=1jnhi5hrmkgom802&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-CA_email&camk=H-lBaXMUocKei-AwCPTlAA%3D%3D&jrtk=5-cmh1-1-1jnh98i23l4ua800-62bd842937b247e5&xkcb=SoCu6_M3kxats32uKJ0DbzkdCdPP&xpse=SoCK6_I3kxsZ4OW0MZ0PbzkdCdPP&xfps=d26d9fee-8552-4824-bec0-ff2fd2dc30bb,https://ca.indeed.com/viewjob?jk=62bd842937b247e5,2026-05-01,saved
Junior IT Service Technician (Tier 1),Smartt Inc.,Unknown Location,N/A,N/A,N/A,"Junior IT Service Technician (Tier I)  Smartt is in search of a Junior IT Service Technician to join and grow with our team. If you are an impeccable professional, love all things technology, genuinely love working with people, don’t shy away from a challenge, and have a keen mind that is ready to apply your deep expertise in a variety of challenging client environments, then we want to hear from you!   About the Role   The ideal Junior IT Service Technician can’t wait to get their hands on a technical problem and won’t let go until they have found the answer. They have technical chops that they want to deepen, are a people person who wants to WOW clients every time they provide support, and are comfortable speaking about end-user technology challenges. They believe deeply in accountabilit","$60,000-$80,000 Salary (adjusted with commensurate experience) | 15 paid holidays per year (and plenty of flexibility and support) | BC Statutory holidays | Flexible schedule and work location | Extended health and dental benefits | Free Internet connection at home | Sponsored & paid education plan so you learn and grow | Sponsored & paid technology fund so you can get great gear!",N/A,no,platform,https://ca.indeed.com/viewjob?jk=ca8f3c1bd0047dde&tk=1jnh98j2kiot9801&from=jobi2a&advn=9984342327893027&adid=460713647&ad=-6NYlbfkN0C-reu059IRTWfcGBQhXmhEWZHqga_aDwV2OcDLP-TT-U_t20IwNBzo_YuCg-gbbuW9ciGYYq4JbS-ppvpe_zjXvE1bzUPmHepfTj1bNy1swhycRIRFUNWLVNr-UiZfc-Uu78uTfJqrNuVyruq1CDLwVJJoVI0XAj2A3UaLErtWJjUOVa9neFbiCHAoclFTdDEEPBKGMwNjQKsVr_Zm5DWeXt0NJouJ_Iq-fGa_A5_AHcoVsvqWPIOYWaPOEMP7f0F8uZokg2GPp0DY3tyGmYnMEDe7t4Hpazcw0mZFX4hd7qUFySNScoEywc6TXYpeiUUHpmhbHSW6LKP1z7cipyHOiFq3GYwaKSHIDwtDtVOlf9OVW-HWrEtfqksydujgMUYYdKuXFegMUG2UyhmpyywPmXRnrUxyUgCY7OsXCy2V6bGmye-g10--jUsCWB5htJvpak9vaaZXivIEggLvflxCRvKj6r3FrBMPVV3xzXXR91Hjra-gWLg9eNwytEOVnHcAfgH4OqbFmI3ec_z-FYWmvJl0xRAiimwkkJ1bjqu8Fm8kFExJHZ4GIc8vRpU4WFWRBedXJczwRZhEHwnOVopeVZS3srymq2WNa9mmXT_ZJHqrq3nobLKf&sjdu=VImsF9Fo2dtFXgJQ20YAMvweVxwlCrNpliIBxYbP0QKyEL319y0D-kgABBdwgvJZn_CwSSguU3uMQ7MltiEnLY8RK8Px5VS5Zxj19MhocwuvZpRYzUVYP1k1XGWQUby4&acatk=1jnhi5l4rljeo804&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-CA_email&camk=C3EPSzFlQw_5MhRqmaoX5Q%3D%3D&jrtk=5-cmh1-1-1jnh98i23l4ua800-ca8f3c1bd0047dde&xkcb=SoC96_M3kxats2WuKJ0AbzkdCdPP&xpse=SoAH6_I3kxsZf43zVp0NbzkdCdPP&xfps=3f552fa5-5f7b-4296-a1db-b6e6292591d5,https://ca.indeed.com/viewjob?jk=ca8f3c1bd0047dde,2026-05-01,saved
Front End Developer,APPTOZA INC.,Unknown Location,N/A,N/A,N/A,JOB ROLE-FRONTEND DEVELOPER  LONG TERM CONTRACT  REMOTE  Job Description: Role Descriptions:  Should have a minimum 8 years of experience in React JS| Node JS| Typescript| Micro-Front End-Proven experience in Front End technologies like Jquery| Java Script| Junit| HTML| AJAX etc.-Have experience in SAP Commerce Cloud-Experience in building responsive and high-performance ecommerce and error handling-Agile DevOps methodology-Experience in Pair Programming-Good Experience on Data Structures and Multi-threading| No-SQL Database| Postgre-eCommerce Retail CPG Domain experience-Excellent written and verbal communication-Strong Development Background Essential Skills: Should have a minimum 8 years of experience in React JS| Node JS| Typescript| Micro-Front End-Proven experience in Front End techn,,N/A,no,platform,https://ca.indeed.com/viewjob?jk=0cc44fc67d8633b2&tk=1jnh98j2kiot9801&from=jobi2a&advn=4682471514367619&adid=421926810&ad=-6NYlbfkN0CE3i-xGI4I9OpWckzYv-8KBxSJXGo3ESvPoZ67meN8_pplWQ5TPo8D3YD2JoaKlmyLUFmBk_epW-zdkjE4Wp4GvuS9n6FmIm8B8yiOCreyCJSLV3RoqeWRj-leiY6355IYYmEO5Pzog5WszupqN9p1U_JT8YWat9yxKGTGhjB6mABquaXLQwio-Uw1-mVlxmCxgnurvVAntHrnF0EWgyi7IwfHstFhtVaQunCe9g6Y_tqWVxcExecrisupjCK9cLYmeWTfA3MKqwgY3CjNQQsB_lGPoM7Ldta6BDRYiE7KX9fEe_grjE22EKLaPAh8bozK6pvaS6fVd_7bfAMH3lR-Pdp09vi5lDMIIiRpp63jRcGOseAo21l0_POFKcBacXtI6gbemVoXUkJpjc8-FFGJdKcvq29TdXCfX7THtf96i7VheS5io43GftOMuqEeqQZGZjAlrhSCRTgJL_cVkvgsBHdvq6c3705yXfJeRyGLOPE1ihXyQ8L5x8Qfne2IwzaxP773XmKC0vbjt-hUX8OG2l0SJY2i6NcgBnN1MHQSr9vQSjDkOCWQW5dxrRmOHzBsyCerhhbHM0DzmJGbn0AZKd8UHOTN-5JLCpH6j5GJYg%3D%3D&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-CA_email&camk=4HOcmqOLYrDk8kqcUZ4N5g%3D%3D&jrtk=5-cmh1-1-1jnh98i23l4ua800-0cc44fc67d8633b2&xkcb=SoBr6_M3kxats22uKJ0ebzkdCdPP&xpse=SoCx6_I3kxsYuJAWgT0PbzkdCdPP&xfps=3434c11a-9459-4abf-b5f3-6a452b3f7af7,https://ca.indeed.com/viewjob?jk=0cc44fc67d8633b2,2026-05-01,saved
Guidewire Dev/BSA/Manager,Scalable Systems,Unknown Location,N/A,N/A,N/A,"Overview Join our innovative team as a Guidewire Developer, Business Systems Analyst (BSA), or Manager and become a vital contributor to our insurance technology solutions. This dynamic role offers the opportunity to lead and develop cutting-edge insurance platforms using Guidewire software, ensuring seamless integration with enterprise systems. You will drive project success through technical expertise, strategic planning, and collaborative leadership, all while working in a fast-paced environment that values innovation and continuous improvement. If you’re passionate about transforming insurance operations through technology, this is your chance to make a significant impact!  Duties  Lead the design, development, and implementation of Guidewire InsuranceSuite applications, ensuring align",Proven experience in Guidewire development or Business Systems Analysis within insurance or financial services sectors. | Guidewire Certification (required),N/A,no,platform,https://ca.indeed.com/viewjob?jk=91c8205cea03575c&tk=1jnh97m7uq59j801&from=jobi2a&advn=5120454967434273&adid=461319221&ad=-6NYlbfkN0B5ceIJY9f46eLaTh08KeGuSGHZubyOlO6KuPkkQc2zUrlOk9vmvyE8ULq6pUDF-JL6DXsh0Mc88Lwq5VZvPPBufZGPgeJHNu9B7t_etPlLh2jvycxG5CK1f_buQP6lBWaTsjz9EsPfU-HySP86DnEiibGftlXHGNcU5vUnqsbBTCo2U0jvdd8hAuYjltbzJIXqIBfflYxEO3YHGaMVJu2aWrZlcAwXArzbTrAWlU7_GyX2Pbngrwqs7gG0FvVcHMIWuTo-CNXxARAORyBb4e_zRgtE7HD5iy8Ynb1HOGWMyJUdyH7IH7VTHZ4WG_f1t59XXZBaiJkGj66KX93eYR5f1PMfJMuaHvFzjG4jMyp-yR3w-RB6hW5DE869FCOPq9zjx39lcCvrLV__IeVr_MwGGcb4WnkLEssrAy_PtPJDOdSl6wWC-i_kMOt4-vVDwr-Tg6RLYXP0Slid4HM7xeVBJ32hqQfTpCmzAwPvIuGDs7RaFPs9nhh-eI3_bdywgy2a8St9dnfwNlosaFfulCK5KqbSmgpBBs7UHsIrO7q_ClLm9Y3XVXauwwzFVIrsoNYhX4lCoef5AFk02b0S8rDAFyTyee3p1kRDfZ8rvp5PjDYe6uwin_Y7&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_jobmatch-en-CA_email&camk=C3EPSzFlQw_LaWHRbmSe9A%3D%3D&jrtk=5-cmh1-1-1jnh97kot2jmf00c-91c8205cea03575c&xkcb=SoBu6_M3kxaQ25SkTZ0LbzkdCdPP&xpse=SoBl6_I3kxsWrRxbnZ0NbzkdCdPP&xfps=da6fbf12-9d9a-401d-ab03-fe8e27ec1536,https://ca.indeed.com/viewjob?jk=91c8205cea03575c,2026-05-01,saved
IT Specialist,Superior Radiant Products,"563 Barton Street, Stoney Creek, ON L8E 5S1",N/A,N/A,N/A,"The IT Specialist supports and maintains the organization’s IT infrastructure, with a strong focus on ERP operations, finance-domain data reporting, and IT support for the office and plant. This role plays a key part in supporting Microsoft Dynamics 365 Business Central and Microsoft Power BI, and in applying AI-enabled analytics and automation to strengthen financial reporting, ERP data quality, and finance-function decision-making. Enterprise AI strategy and cross-functional operational AI initiatives are led by the Ops Manager / Digital Transformation function; this role partners with that function on finance-adjacent projects.  Responsibilities:  · IT Support & Infrastructure:  o Provide first-level technical support for hardware, software, and network issues across the plant and offic",Dental care | Employee assistance program | Extended health care | Life insurance | On-site parking | Paid time off | RRSP match | Vision care,N/A,no,platform,https://ca.indeed.com/viewjob?jk=64cc427f5feea7e2&tk=1jnh97m7usd3c801&from=jobi2a&advn=5616999505563328&adid=460342503&ad=-6NYlbfkN0DsxoflJ5O_oM3RNh98c42ByzM7nlQgWZvC_UMvZPFqnp8Vabsp_q8hxwCEUg-QBovKqtmoyEQrt8Rpvyhfm-FirsPGeEdXAL9hgKRews8xmaGq-EaWMVzelKCpVfKn6H01g0hOtrDQ5254OgU6G-RPXGKtgdPhxA38CN8Z4DU5vP9qeYPng35W0WX1mxeUnfiUlHuye6zW8urZw-aDNIHPz4piXjoP0pyKmfohsAJV5O85S8vMiZnWdZESG19YtuManVs9oiAfKdI9hp8vskQVUMW6PK94WlUIfivnh11wrgITmFb4A5n-e5FNx6WIsSkGDaiw3SdX-C5ae_aCvziOGgi7FEfQ6b03jCGbssnC5dPU_1VkWXqhLVC7YnU2mTXI7MelaIlRJxT000EmBhekB2A9ehd3_f4GCLKZ00jCUt2qDHbm-LqwUvEQ895mTfE2q1ndxeKwdj_RgKABvbyZd-EMgdxd1p-yTIeJd5E_9TwxSmRiRQY-fCpLiYM7mUw_xvDFqClvxfPnz6McgjKYuD4oj7p7hzLwk7cg8WX5jZf7YvlhfCHiQMKgzU6awVJaw4jD8BcOSeYpkKdktRzeDeglVzoAsTVZepgAB8QldjLf74H6wipg-1UnVt0ejxg%3D&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_jobmatch-en-CA_email&camk=C3EPSzFlQw9eOABaOpFqfw%3D%3D&jrtk=5-cmh1-1-1jnh97kot2jmf00c-64cc427f5feea7e2&xkcb=SoD36_M3kxaRMI2qqR0NbzkdCdPP&xpse=SoBQ6_I3kxsV0IRUKp0PbzkdCdPP&xfps=e50619fc-9b37-4a02-a387-2ec428375a2a,https://ca.indeed.com/viewjob?jk=64cc427f5feea7e2,2026-05-01,saved
Enterprise Application Administrator,Prenuvo,Unknown Location,N/A,N/A,N/A,"About Us  At Prenuvo, we are on a mission to flip the paradigm from reactive ""sick-care"" to proactive health care. Our award-winning whole body scan is fast (under 1 hour), safe (MRI has no ionizing radiation), and non-invasive (no contrast). Our unique integrated stack of optimized hardware, software, and increasingly AI, coupled with the patient-centric experience across our domestic and global clinics, have allowed us to lead the change against ""we caught it too late again"".  We are looking for an Enterprise Application Administrator to join our Security and IT team and play a pivotal role in supporting business growth while maintaining scalability and security. As an Enterprise Applications Administrator, you will manage and optimize enterprise applications, including Salesforce, and I","Participate in projects related to new enterprise application selection, expansion, migrations, and decommissioning. | Document processes, configurations, and best practices for application management, integrations, and support. | Manage Salesforce users, profiles, roles, permission sets, and access reviews. | Configure Salesforce using declarative tools such as Flows, workflows, validation rules, and approval processes. | Coordinate Salesforce releases, testing, and deployment of new features. | Provide Salesforce user training, onboarding, and ongoing support. | Response to support tickets raised by internal stakeholders. | Minimum of 2-4 years of experience in administering and supporting enterprise applications and/or integrations.",jobs@prenuvo.com,yes,email,https://ca.indeed.com/viewjob?jk=a7dc0a1a0923c71a&tk=1jnh97m7u3jsm001&from=jobi2a&advn=3801554675308861&adid=460991496&ad=-6NYlbfkN0AmJ2Xx_T8XpvdLusYbgdzaAFMVcLnTZUXiZI6_hEHeP7DNnrjr41qTXyuwWUcLpaVB60D7CjCWnO--Le8xTzpDHF0VyuWV2srmLWEErICGQU0FFPWa6SMd0odjdPkjs7mTKCSxT-JfM3Y_943O-8-KIOSXwV8bnDNiv7SD-t7svfmz6kDMBRjoa_Gmksji7BjXQyQ-3BsU2qLESCm6Bwe4vI91mudBF8GlDk1EyQuKtkQ9Ygvn_Q4wD_VWhnqw9XuduGwLeEnFp4RQnvYgmGOMaGYPO0BUdL-CgoJZMc3nFC67gTw7W6m0bNZWlMRg4iZCg55BGWhS94qQK-N3Xwu03_Fp6H9TOdC_H2j1Ai_9NTkFWL_woR9l5EmkOFlKuvU0vzy7IV3w5zIiXDlkigyb8W8MYXuxel7twKmhujcAP_2Nd5JzG3qR3xSOu39NfntkJEtGFcVVphLEtBQG-bU3hvxZ2RlE6aTcFr6PMyqSyUmhyvB4noPo9BJJWA_l_eNPBm_WeHnU1jFCD8pevvSxTgDx9BbA_4iHQGqImS7W4itrdGVtcu999lo8rqk0Cnp05OnS2aRJZkh_TRkGxCfReRewTl0yAWnZ7FXoqS0pijMtnov_XMMp&sjdu=VyNrwcfTK15LupteTX0rmauj_iMzc-2KcFulilIt2sc&acatk=1jnhi6n20i8rf802&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_jobmatch-en-CA_email&camk=C3EPSzFlQw_mxb2rgfMwiQ%3D%3D&jrtk=5-cmh1-1-1jnh97kot2jmf00c-a7dc0a1a0923c71a&xkcb=SoDX6_M3kxaRKowXEh0MbzkdCdPP&xpse=SoBq6_I3kxsVOVQEDR0PbzkdCdPP&xfps=cadb4f39-e724-43ce-b1ce-8a93ab3ce51f,https://ca.indeed.com/viewjob?jk=a7dc0a1a0923c71a,2026-05-01,saved
Content Creator / Videographer & Editor,EthosVisuals,Unknown Location,N/A,N/A,N/A,"Content Creator / Video Editor  Company: EthosVisuals Location: Kingston, ON and surrounding areas Job Type: Part-Time / Full-Time Pay: $25–$30/hour, based on experience Schedule: Flexible, Hybrid Remote.  About EthosVisuals  EthosVisuals is a premium video production and marketing company helping real estate professionals, custom home builders, contractors, and local businesses look more valuable online.  We create cinematic short-form video, listing media, brand content, social media reels, educational videos, and marketing assets designed to help businesses build trust, attract attention, and turn content into real opportunities.  We are looking for a reliable, creative, and detail-oriented Content Creator / Video Editor who is proficient in Adobe Premiere Pro and capable in Adobe After",Mileage reimbursement | Work from home,N/A,no,platform,https://ca.indeed.com/viewjob?jk=bb008a89f620577f&q=youtube+video+editing&l=Remote&tk=1jngt6hcskdd9800&from=ja&alid=6591f75a40003a09ac773b0b&g1tAS=true&xpse=SoBQ67I3kxsS43wEM50LbzkdCdPP&xfps=793a1d5d-7793-410f-9539-56acdd140055&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jngt6hcskdd9800&xkcb=SoD167M3kwyV5ZePrx0LbzkdCdPP,https://ca.indeed.com/viewjob?jk=bb008a89f620577f,2026-05-01,saved
